Record ID number,Order,Family,Species,Selection history,Plant growth form,Duration,Study code,Country,Location,Latitude,Longitude,Coordinates notes,KG climate simple,KG climate full,Habitat description,Population information,Population origin,Year,Season,Month,Standing or marked leaves,Leaf age,Area measurement method,Sampling details,Length of marking (days),Data source,Annual herbivory rate (%),Annual error estimate,Annual error value,Number of replicates,Daily herbivory rate (%),Daily error estimate,Daily error value,Consumers
2388,Sapindales,Meliaceae,Synoum glandulosum,Wild,Tree,Perennial,mBS,Australia,"Ku-ring-gai Chase National Park, Sydney","33d33'53""S","151d17'35""E",Coordinates from the article,Temperate,Temperate without dry season and hot summer,Volcanic soil,NA,Natural,1999,Summer,January,Marked,Lifespan,Automatic,All species with 4 or more individuals and at least 25 expanding leaves by September 1998 were measured in January 1999,NA,P.523 Appendix 1 (used LLA total; includes fully consumed leaves),19.71,NA,NA,4 or more,NA,NA,NA,Insecta (general)
1836,Myrtales,Myrtaceae,Syzygium jambos,Wild,Tree,Perennial,cDZ,Tanzania,"Amani Botanical Garden, East Usambara Mountains",5d05'30''S,38d38'10''E,Coordinates from the article,Tropical,Tropical rainforest ,Forest,Lowland,Natural,2007,Dry (start),June,Standing,Mature,Grid,4 expanded leaves closest to apical meristem sampled in nonbranching species; 4 leaves closest to tip sampled in branching species,NA,P.143 Table 1,3.31,SE,0.65,18,NA,NA,NA,NA
1837,Myrtales,Myrtaceae,Syzygium malaccense,Wild,Tree,Perennial,cDZ,Tanzania,"Amani Botanical Garden, East Usambara Mountains",5d05'30''S,38d38'10''E,Coordinates from the article,Tropical,Tropical rainforest ,Forest,Lowland,Natural,2007,Dry (start),June,Standing,Mature,Grid,4 expanded leaves closest to apical meristem sampled in nonbranching species; 4 leaves closest to tip sampled in branching species,NA,P.143 Table 1,5.28,SE,1.12,18,NA,NA,NA,NA
1838,Myrtales,Myrtaceae,Syzygium spp.,Wild,Tree,Perennial,cAN,New Guinea,Eastern Highlands,"6d35'10.20""S","145d40'8.27""E","Used cooridinates of Eastern Highlands, Papua New Guinea",Tropical,Tropical monsoon ,Montane forest,Combined: sites I-IV,Natural,1970,Wet,December,Standing,NA,Visual,Sampled from litter fall,NA,P.979 Table 5,3.8,NA,NA,NA,NA,NA,NA,Insecta (general)
1839,Myrtales,Myrtaceae,Syzygium spp.,Wild,Tree,Perennial,cAN,New Guinea,Eastern Highlands,"6d35'10.20""S","145d40'8.27""E","Used cooridinates of Eastern Highlands, Papua New Guinea",Tropical,Tropical monsoon ,Montane forest,Combined: sites I-IV,Natural,1970,Wet,December,Standing,NA,Visual,Sampled from litter fall,NA,P.979 Table 5,17.9,NA,NA,NA,NA,NA,NA,Insecta (general)
1840,Myrtales,Myrtaceae,Syzygium spp.,Wild,Tree,Perennial,cDW,"Papua New Guinea, Panama","Papua New Guinea North, Papua New Guinea South, Panama",multiple sites: 8d48'N & 7d25'S,multiple sites: 77d40'W & 147d16'E,"Coordinates from the article, for Panama and Papua New Ginea North respectively",Tropical,Tropical rainforest (Panana) and Tropical monsoon (N.G.),Forest,NA,Natural,NA,Dry,Unspecific,Standing,Mix,Visual,At least 100 young and old leaves marked and tracked for 9 weeks,NA,P.234 Figure 3,5.251223983,SE,0.682118532,4,NA,NA,NA,Insecta (general)
1035,Lamiales,Bignoniaceae,Tabebuia heterophylla,Wild,"Tree, shrub",Perennial,cAS,Puerto Rico,"Luquillo Experimental Forest, Caribbean National Forest",18d20'N,65d49'W,"Coordinates from the article - in the article the  coordinates are written as 180d20'N, 65d49'W but the ""180"" should be ""18""; from Effect of plant density and light availability on leaf damage in Manilkara bidentata (Sapotaceae); Author(s): Pilar Angulo-sandoval and T. Mitchell Aide; Source: Journal of Tropical Ecology (2000) 16:447Ñ464. ",Tropical,Tropical rainforest ,Forest,NA,Natural,1996,"Dry, wet",All year,Marked,Expanding,Grid,"Samples from 20 individuals, new leaves marked each month, herbivory measured after 1 month, repeated for 1 year",30,P.419 Table 1 mean monthly damage was divided by 30 days,NA,NA,NA,20,0.686666667,se,1.26,"Lepidoptera (insecta), Coleoptera (insecta), Orthoptera (insecta), Homoptera (insecta)"
1036,Lamiales,Bignoniaceae,Tabebuia rosea,Wild,Tree,Perennial,cAE,Panama,Barro Colorado Island,9d09'N,79d51'W,Coordinates from the article,Tropical,Tropical monsoon ,Semidecidusous forest,NA,Natural,1979,"Dry, wet","February, March, May,June, July, October, November",Marked,Expanding,Grid,"~10 plants per spcies, marked 7 young and 7 old leaves, measured herbivory after 3 weeks. Repeated in dry, early wet, and late wet season, rates are means that assume 8 months of wet seaons and 4 months of dry",21,Appendix p.2,NA,NA,NA,~10,2.783,NA,NA,Insecta (general)
1037,Lamiales,Bignoniaceae,Tabebuia rosea,Wild,Tree,Perennial,cAE,Panama,Barro Colorado Island,9d09'N,79d51'W,Coordinates from the article,Tropical,Tropical monsoon ,Semidecidusous forest,NA,Natural,1979,"Dry, wet","February, March, May,June, July, October, November",Marked,Mature,Grid,"~10 plants per spcies, marked 7 young and 7 old leaves, measured herbivory after 3 weeks. Repeated in dry, early wet, and late wet season, rates are means that assume 8 months of wet seaons and 4 months of dry",21,Obtained from author,NA,NA,NA,~10,0.064,NA,NA,Insecta (general)
1038,Lamiales,Bignoniaceae,Tabebuia rosea,Wild,Tree,Perennial,cCL,Panama,"Sardinilla, Province Colon",9d19'30''N,79d38'00''W,Coordinates from the article,Tropical,Tropical monsoon ,Field,Monoculture,Planted,2008,Wet,August,Standing,Mature,Automatic,New leaves selected in rainy season and standing measure of herbivory on 8 mature leaves taken 4 months later,NA,P.747 Figure 4,7.749,SE,0.672,12,NA,NA,NA,Insecta (general)
1039,Lamiales,Bignoniaceae,Tabebuia rosea,Wild,Tree,Perennial,cCL,Panama,"Sardinilla, Province Colon",9d19'30''N,79d38'00''W,Coordinates from the article,Tropical,Tropical monsoon ,Field,Mixed (3 species),Planted,2008,Wet,August,Standing,Mature,Automatic,New leaves selected in rainy season and standing measure of herbivory on 8 mature leaves taken 4 months later,NA,P.747 Figure 4,9.181,SE,1.082,12,NA,NA,NA,Insecta (general)
1040,Lamiales,Bignoniaceae,Tabebuia rosea,Wild,Tree,Perennial,cEG,Panama,"Agua Salud Project plantation, Colon",9d21'30.8772''N,79d54'0.0540''W,From http://www.latlong.net/,Tropical,Tropical monsoon ,Plantation,NA,Planted,2009,Wet,August,Standing,Mature,Automatic,10 trees randomly sampled,NA,P.77 Table 4,2.98,SE,0.27,10,NA,NA,NA,Insecta (general)
1041,Lamiales,Bignoniaceae,Tabebuia rosea,Wild,Tree,Perennial,cEG,Panama,"Agua Salud Project plantation, Colon",9d21'30.8772''N,79d54'0.0540''W,From http://www.latlong.net/,Tropical,Tropical monsoon ,Plantation,NA,Planted,2009,Wet,August,Standing,Mature,Automatic,10 trees randomly sampled,NA,P.77 Table 4,5.55,SE,1.95,10,NA,NA,NA,Insecta (general)
456,Dioscoreales,Dioscoreaceae,Tacca integrifolia ,Wild,Forb/herb,Perennial,mDH,Singapore,Bukit Timah Nature Reserve,1d21'N,103d47'E,"Coordinates from cited article (Dominy et al, 2003)",Tropical,Tropical rainforest ,Forest,NA,Natural,1999,NA,January,Standing,Mature,Visual,First 4 fully expanded and fully toughened leaves sampled,NA,Appendix A1 (p.1383),2.9,NA,NA,10,NA,NA,NA,Insecta (general)
748,Fabales,Fabaceae,Tachigali versicolor,Wild,Tree,Perennial,cAE,Panama,Barro Colorado Island,9d09'N,79d51'W,Coordinates from the article,Tropical,Tropical monsoon ,Semidecidusous forest,NA,Natural,1979,"Dry, wet","February, March, May,June, July, October, November",Marked,Expanding,Grid,"~10 plants per spcies, marked 7 young and 7 old leaves, measured herbivory after 3 weeks. Repeated in dry, early wet, and late wet season, rates are means that assume 8 months of wet seaons and 4 months of dry",21,Appendix p.2,NA,NA,NA,~10,1.084,NA,NA,Insecta (general)
749,Fabales,Fabaceae,Tachigali versicolor,Wild,Tree,Perennial,cAE,Panama,Barro Colorado Island,9d09'N,79d51'W,Coordinates from the article,Tropical,Tropical monsoon ,Semidecidusous forest,NA,Natural,1979,"Dry, wet","February, March, May,June, July, October, November",Marked,Mature,Grid,"~10 plants per spcies, marked 7 young and 7 old leaves, measured herbivory after 3 weeks. Repeated in dry, early wet, and late wet season, rates are means that assume 8 months of wet seaons and 4 months of dry",21,Obtained from author,NA,NA,NA,~10,0.148,NA,NA,Insecta (general)
750,Fabales,Fabaceae,Tachigali versicolor,Wild,Tree,Perennial,cAT,Panama,Barro Colorado Island,9d09'N,79d51'W,"Coordinates from Intraspecific Variation in Herbivory on Two Tropical Tree Species; Author(s): Phyllis D. Coley_; Source: Ecology, Vol. 64, No. 3 (Jun., 1983), pp. 426-433_",Tropical,Tropical monsoon ,Forest,NA,Natural,1979,Wet,"May, June, July, February, March, April",Marked,Mature,Grid,"Marked young and mature leaves of saplings, in both the dry and wet season, dry leaves measured herbivory after 25 days, wet every 2 weeks up to 3 months",90,P.125 Table 1,NA,NA,NA,NA,0.005,sd,0.014,Insecta (general)
751,Fabales,Fabaceae,Tachigali versicolor,Wild,Tree,Perennial,cAT,Panama,Barro Colorado Island,9d09'N,79d51'W,"Coordinates from Intraspecific Variation in Herbivory on Two Tropical Tree Species; Author(s): Phyllis D. Coley_; Source: Ecology, Vol. 64, No. 3 (Jun., 1983), pp. 426-433_",Tropical,Tropical monsoon ,Forest,NA,Natural,1979,Wet,"May, June, July, February, March, April",Marked,Expanding,Grid,"Marked young and mature leaves of saplings, in both the dry and wet season, dry leaves measured herbivory after 25 days, wet every 2 weeks up to 3 months",90,P.125 Table 1,NA,NA,NA,NA,0.775,sd,1.913,Insecta (general)
752,Fabales,Fabaceae,Tachigali versicolor,Wild,Tree,Perennial,cAT,Panama,Barro Colorado Island,9d09'N,79d51'W,"Coordinates from Intraspecific Variation in Herbivory on Two Tropical Tree Species; Author(s): Phyllis D. Coley_; Source: Ecology, Vol. 64, No. 3 (Jun., 1983), pp. 426-433_",Tropical,Tropical monsoon ,Forest,NA,Natural,1979,Dry,"May, June, July, February, March, April",Marked,Mature,Grid,"Marked young and mature leaves of saplings, in both the dry and wet season, dry leaves measured herbivory after 25 days, wet every 2 weeks up to 3 months",25,P.125 Table 1,NA,NA,NA,NA,0.01,sd,0.019,Insecta (general)
753,Fabales,Fabaceae,Tachigali versicolor,Wild,Tree,Perennial,cAT,Panama,Barro Colorado Island,9d09'N,79d51'W,"Coordinates from Intraspecific Variation in Herbivory on Two Tropical Tree Species; Author(s): Phyllis D. Coley_; Source: Ecology, Vol. 64, No. 3 (Jun., 1983), pp. 426-433_",Tropical,Tropical monsoon ,Forest,NA,Natural,1979,Dry,"May, June, July, February, March, April",Marked,Expanding,Grid,"Marked young and mature leaves of saplings, in both the dry and wet season, dry leaves measured herbivory after 25 days, wet every 2 weeks up to 3 months",25,P.125 Table 1,NA,NA,NA,NA,0.667,sd,1.332,Insecta (general)
754,Fabales,Fabaceae,Tachigali versicolor,Wild,Tree,Perennial,mBG,Panama,Barro Colorado Island,9d09'N,79d51'W,Coordinates from the article,Tropical,Tropical monsoon ,Forest,NA,Natural,1987,All seasons,All year,Marked,Expanding,Grid,"Marked up to 10 expanding leaves, checked herbivory after 1 month, repeats for 17 months",30,"Table 1, divided mean annual monthly rate by 30",NA,NA,NA,20,0.97,CV,0.35,Insecta (general)
755,Fabales,Fabaceae,Tachigali versicolor,Wild,Tree,Perennial,mCS,Panama,Barro Colorado Island,9d09'N,79d51'W,Coordinates from the article,Tropical,Tropical monsoon ,Forest semideciduous,NA,Natural,1977,Wet,"April, May, June, July",Marked,Mature,Visual,"Marked young and old leaves at beginning of rainy season, measured at 2 week intervals for 3 months, numbr of replicates is approximately 120 plants for persistent spp and 102 for pioneering, replicates per species were estimated by dividing by the number of species",90,Table 1,NA,NA,NA,~7,0.005,NA,NA,NA
756,Fabales,Fabaceae,Tachigali versicolor,Wild,Tree,Perennial,mCS,Panama,Barro Colorado Island,9d09'N,79d51'W,Coordinates from the article,Tropical,Tropical monsoon ,Forest semideciduous,NA,Natural,1977,Wet,"April, May, June, July",Marked,Expanding,Visual,"Marked young and old leaves at beginning of rainy season, measured at 2 week intervals for 3 months, numbr of replicates is approximately 120 plants for persistent spp and 102 for pioneering, replicates per species were estimated by dividing by the number of species",90,Table 1,NA,NA,NA,~7,0.775,NA,NA,NA
757,Fabales,Fabaceae,Tachigali versicolor,Wild,Tree,Perennial,mDE,Panama,Barro Colorado Island,9.08dN,79.50dW,Coordinates from the article,Tropical,Tropical monsoon ,Forest,Forest canopy gap,Natural,2003,Wet,"May, June, July, August, September, October",Marked,Mature,Automatic,3-5 mature leaves marked on 15 saplings per species,117.8571429,Species level daily rates were provided by author; annual damage were calculated by using the final measure of damage on mature leaves at the end of the wet seaon,74.44803105,SD,2.317858507,2,0.437154676,se,0.05108655,"Hemiptera (Insecta), Lepidoptera (Insecta), Orthoptera (Insecta)"
758,Fabales,Fabaceae,Tachigali versicolor,Wild,Tree,Perennial,mDE,Panama,Barro Colorado Island,9.08dN,79.50dW,Coordinates from the article,Tropical,Tropical monsoon ,Forest,Forest closed canopy,Natural,2003,Wet,"May, June, July, August, September, October",Marked,Mature,Automatic,3-5 mature leaves marked on 15 saplings per species,117.8571429,Species level daily rates were provided by author; annual damage were calculated by using the final measure of damage on mature leaves at the end of the wet seaon,58.3529471,SD,34.81730528,8,0.137023432,se,0.140446142,"Hemiptera (Insecta), Lepidoptera (Insecta), Orthoptera (Insecta)"
2506,Sapindales,Sapindaceae,Talisia princeps,Wild,Tree,Perennial,mBG,Panama,Barro Colorado Island,9d09'N,79d51'W,Coordinates from the article,Tropical,Tropical monsoon ,Forest,NA,Natural,1987,All seasons,All year,Marked,Expanding,Grid,"Marked up to 10 expanding leaves, checked herbivory after 1 month, repeats for 17 months",30,"Table 1, divided mean annual monthly rate by 30",NA,NA,NA,15,0.51,CV,0.54,Insecta (general)
2304,Sapindales,Anacardiaceae,Tapirira guianensis,Wild,Tree,Perennial,mCU,Panama,"Gunn Hill, Ciudad de Saver and Smithsonian Tropical Research Institute, Parque Nacional San Lorenzo",multiple sites: 9d00'14''N (Gunn Hill) & 9d21'41''N (Parque Nacional San Lorenzo),multiple sites: 79d34'50''W (Gunn Hill) & 79d57'11''W (Parque Nacional San Lorenzo),From Google Earth,Tropical,Tropical monsoon & savannah,Deciduous forest,NA,Planted,2006,Dry,November,Standing,Mature,Grid,3-4 apical leaves sampled,NA,Appendix 8 (multiplied values by 100; only control treatments; using total leaf damage since it includes types of leaf consumption other than chewing),7.7,SD,12.1,7,NA,NA,NA,Insecta (general)
2305,Sapindales,Anacardiaceae,Tapirira guianensis,Wild,Tree,Perennial,mCU,Panama,"Gunn Hill, Ciudad de Saver and Smithsonian Tropical Research Institute, Parque Nacional San Lorenzo",multiple sites: 9d00'14''N (Gunn Hill) & 9d21'41''N (Parque Nacional San Lorenzo),multiple sites: 79d34'50''W (Gunn Hill) & 79d57'11''W (Parque Nacional San Lorenzo),From Google Earth,Tropical,Tropical monsoon & savannah,Evergreen forest,NA,Planted,2006,Dry,November,Standing,Mature,Grid,3-4 apical leaves sampled,NA,Appendix 8 (multiplied values by 100; only control treatments; using total leaf damage since it includes types of leaf consumption other than chewing),0.5,SD,0.4,3,NA,NA,NA,Insecta (general)
203,Asterales,Asteraceae,Taraxacum officinale,Wild,Forb/herb,Annual,cCS,Germany,Bavarian/Thuringian border,multiple sites (approx.): 11d19'E,multiple sites (approx.): 50d27'N,"Coordinates from the article, given center of range  11deg00'Ñ11deg37' E and 50deg21'Ñ50deg34'N ",Cold,Cold without dry season and warm summer,Grassland,NA,Natural,2003,"Summer, fall","June, August",Standing,Expanding,Visual,50 individuals sampled per plot,NA,P239 Table 2 (both periods added together to represent yearly damage; only for species with both June and August data),4.67,NA,NA,14,NA,NA,NA,Insecta (general)
204,Asterales,Asteraceae,Taraxacum officinale,Wild,Forb/herb,Annual,mCQ,USA,North Carolina," 35d48'5.09""N"," 78d39'33.81""W",From author,Temperate,Temperate without dry season and hot summer,Roadside field,1,Natural,2009,Fall,September,Standing,Mature,Visual,Up to 10 leaves sampled prior to senescence for up to 10 plants per population,NA,Raw data (using plant mean values),1.525,SD,2.067952749,8,NA,NA,NA,NA
205,Asterales,Asteraceae,Taraxacum officinale,Wild,Forb/herb,Annual,mCQ,USA,North Carolina," 35d46'48.12""N"," 78d40'3.87""W",From author,Temperate,Temperate without dry season and hot summer,Field,2,Natural,2009,Fall,September,Standing,Mature,Visual,Up to 10 leaves sampled prior to senescence for up to 10 plants per population,NA,Raw data (using plant mean values),0.174285714,SD,0.27821915,10,NA,NA,NA,NA
206,Asterales,Asteraceae,Taraxacum officinale,Wild,Forb/herb,Annual,mCQ,USA,North Carolina," 35d46'48.61""N"," 78d40'0.08""W",From author,Temperate,Temperate without dry season and hot summer,Field,3,Natural,2009,Fall,September,Standing,Mature,Visual,Up to 10 leaves sampled prior to senescence for up to 10 plants per population,NA,Raw data (using plant mean values),0.310952381,SD,0.565810344,10,NA,NA,NA,NA
207,Asterales,Asteraceae,Taraxacum officinale,Wild,Forb/herb,Annual,mCQ,USA,North Carolina," 35d44'15.59""N"," 78d42'12.55""W",From author,Temperate,Temperate without dry season and hot summer,Roadside field,4,Natural,2009,Fall,October,Standing,Mature,Visual,Up to 10 leaves sampled prior to senescence for up to 10 plants per population,NA,Raw data (using plant mean values),3.675,SD,8.61241836,6,NA,NA,NA,NA
208,Asterales,Asteraceae,Taraxacum officinale,Wild,Forb/herb,Annual,mCQ,USA,North Carolina," 35d43'6.68""N"," 78d41'10.38""W",From author,Temperate,Temperate without dry season and hot summer,Field,5,Natural,2009,Fall,October,Standing,Mature,Visual,Up to 10 leaves sampled prior to senescence for up to 10 plants per population,NA,Raw data (using plant mean values),4.273333333,SD,7.220818667,5,NA,NA,NA,NA
209,Asterales,Asteraceae,Taraxacum officinale,Wild,Forb/herb,Annual,mCQ,USA,North Carolina," 35d43'15.16""N"," 78d41'14.79""W",From author,Temperate,Temperate without dry season and hot summer,Field,6,Natural,2009,Fall,October,Standing,Mature,Visual,Up to 10 leaves sampled prior to senescence for up to 10 plants per population,NA,Raw data (using plant mean values),0.873333333,SD,0.212655172,5,NA,NA,NA,NA
210,Asterales,Asteraceae,Taraxacum officinale,Wild,Forb/herb,Annual,mCQ,USA,North Carolina," 35d47'6.96""N"," 78d40'28.26""W",From author,Temperate,Temperate without dry season and hot summer,Roadside field,7,Natural,2009,Fall,October,Standing,Mature,Visual,Up to 10 leaves sampled prior to senescence for up to 10 plants per population,NA,Raw data (using plant mean values),0.215714286,SD,0.491674449,10,NA,NA,NA,NA
211,Asterales,Asteraceae,Taraxacum officinale ,Wild,Forb/herb,Perennial,mDV,Germany,"Saale River, Jena, Central Germany","50d57'0.6""N","11d37'19""E",Coordinates from the article,Cold,Cold without dry season and warm summer,Grassland,Fences kept out large grazing herbivores,Planted,2010,Summer,All year,Standing,Mature,Visual,30 mature leaves sampled prior to maximum biomass in each May and August; author says best yearly measure is an average of both (rates did not differ significantly with season),NA,"Supplementary Table 1 (mean of both seasons, excluding sucking damage)",0.315,NA,NA,10,NA,NA,NA,"Insecta (general), Vertebrata"
453,Cupressales,Taxaceae,Taxus brevifolia,Wild,Tree,Perennial,cEH,USA,"Wind River Canopy Crane Research Facility, Washington State",47d45'3.8664''N,120d44'24.5004''W,From http://www.latlong.net/,Cold,Cold dry summer and warm summer,Montane forest,NA,Natural,NA,NA,Unspecific,Standing,NA,Visual,"Subplot frame randomly placed on section of canopy, herbivory measured on every 10th leaf selected (1 leaf per sample frame)",NA,P.478 Table 1,0.8,SE,0.78,6,NA,NA,NA,Insecta (general)
454,Cupressales,Taxaceae,Taxus canadensis,Wild,Shrub,Perennial,mDT,Canada,"Pancake Bay Provincial Park, Lake Superior, ON","46d56'44""N","84d40'53""W",From Google Earth,Cold,Cold without dry season and warm summer,NA,NA,Natural,2012,"Summer, Fall","August, September",Standing,Mature,Visual,Up to 10 random leaves sampled per plant (3-4 individuals per site); some gymnosperms were an exception to this for which 50 needles (5 sets of 10 consecutive needles) were sampled per branch,NA,Species level data provided by author,0.04,SE,0.030550505,3,NA,NA,NA,NA
759,Fabales,Fabaceae,Tephrosia virginiana,Wild,Forb/herb,Perennial,cBZ,USA,"Katherine Ordway Preserve, Goldhead Branch State Park, Florida","29d38'27.80""N","82d20'47.01""W",From Google Earth (University of Florida),Temperate,Temperate without dry season and hot summer,Sand hills,Control treatment (interior edge of fire; 500 m from burn (supposedly unaffected)),Natural,2003,Fall,August,Standing,Mature,Visual,Leaves sampled from 10 individuals per species; subsample of 30% of those leaves used to determine damage,NA,P.591 Figure 2,14,SE,3.272,10,NA,NA,NA,Orthoptera (Insecta)
1626,Myrtales,Combretaceae,Terminalia amazonia,Wild,Tree,Perennial,cEG,Panama,"Agua Salud Project plantation, Colon",9d21'30.8772''N,79d54'0.0540''W,From http://www.latlong.net/,Tropical,Tropical monsoon ,Plantation,NA,Planted,2009,Wet,August,Standing,Mature,Automatic,10 trees randomly sampled,NA,P.77 Table 4,2.38,SE,0.19,10,NA,NA,NA,Insecta (general)
1627,Myrtales,Combretaceae,Terminalia amazonia,Wild,Tree,Perennial,cEG,Panama,"Agua Salud Project plantation, Colon",9d21'30.8772''N,79d54'0.0540''W,From http://www.latlong.net/,Tropical,Tropical monsoon ,Plantation,NA,Planted,2009,Wet,August,Standing,Mature,Automatic,10 trees randomly sampled,NA,P.77 Table 4,1.32,SE,0.08,10,NA,NA,NA,Insecta (general)
1628,Myrtales,Combretaceae,Terminalia macroptera,Wild,Tree,Perennial,cCT,Republic of C_te d'Ivoire,Como_ National Park,9d06'N,3d42'W,http://en.wikipedia.org/wiki/Como%C3%A9_National_Park,Tropical,Tropical savannah ,Savanna,NA,Natural,2000,Wet,"June, July",Standing,Mature,Automatic,24 leaves sampled per individual during the mid-rainy season (8 individuals per species),NA,P.228 Table 1,5.3,SE,3.1,8,NA,NA,NA,Insecta (general)
2617,unplaced (coreeudicots),Dilleniaceae,Tetracera spp.,Wild,Vine,Perennial,cDW,"Papua New Guinea, Panama","Papua New Guinea North, Papua New Guinea South, Panama",multiple sites: 8d48'N & 7d25'S,multiple sites: 77d40'W & 147d16'E,"Coordinates from the article, for Panama and Papua New Ginea North respectively",Tropical,Tropical rainforest (Panana) and Tropical monsoon (N.G.),Forest,NA,Natural,NA,Dry,Unspecific,Standing,Mix,Visual,At least 100 young and old leaves marked and tracked for 9 weeks,NA,P.234 Figure 3,6.374984503,SE,1.451360031,4,NA,NA,NA,Insecta (general)
2357,Sapindales,Burseraceae,Tetragastris panamensis,Wild,Tree,Perennial,cAE,Panama,Barro Colorado Island,9d09'N,79d51'W,Coordinates from the article,Tropical,Tropical monsoon ,Semidecidusous forest,NA,Natural,1979,"Dry, wet","February, March, May,June, July, October, November",Marked,Expanding,Grid,"~10 plants per spcies, marked 7 young and 7 old leaves, measured herbivory after 3 weeks. Repeated in dry, early wet, and late wet season, rates are means that assume 8 months of wet seaons and 4 months of dry",21,Appendix p.2,NA,NA,NA,~10,1.706,NA,NA,Insecta (general)
2358,Sapindales,Burseraceae,Tetragastris panamensis,Wild,Tree,Perennial,cAE,Panama,Barro Colorado Island,9d09'N,79d51'W,Coordinates from the article,Tropical,Tropical monsoon ,Semidecidusous forest,NA,Natural,1979,"Dry, wet","February, March, May,June, July, October, November",Marked,Mature,Grid,"~10 plants per spcies, marked 7 young and 7 old leaves, measured herbivory after 3 weeks. Repeated in dry, early wet, and late wet season, rates are means that assume 8 months of wet seaons and 4 months of dry",21,Obtained from author,NA,NA,NA,~10,0.073,NA,NA,Insecta (general)
2359,Sapindales,Burseraceae,Tetragastris panamensis,Wild,Tree,Perennial,cAT,Panama,Barro Colorado Island,9d09'N,79d51'W,"Coordinates from Intraspecific Variation in Herbivory on Two Tropical Tree Species; Author(s): Phyllis D. Coley_; Source: Ecology, Vol. 64, No. 3 (Jun., 1983), pp. 426-433_",Tropical,Tropical monsoon ,Forest,NA,Natural,1979,Wet,"May, June, July, February, March, April",Marked,Mature,Grid,"Marked young and mature leaves of saplings, in both the dry and wet season, dry leaves measured herbivory after 25 days, wet every 2 weeks up to 3 months",90,P.125 Table 1,NA,NA,NA,NA,0.005,sd,0.013,Insecta (general)
2360,Sapindales,Burseraceae,Tetragastris panamensis,Wild,Tree,Perennial,cAT,Panama,Barro Colorado Island,9d09'N,79d51'W,"Coordinates from Intraspecific Variation in Herbivory on Two Tropical Tree Species; Author(s): Phyllis D. Coley_; Source: Ecology, Vol. 64, No. 3 (Jun., 1983), pp. 426-433_",Tropical,Tropical monsoon ,Forest,NA,Natural,1979,Wet,"May, June, July, February, March, April",Marked,Expanding,Grid,"Marked young and mature leaves of saplings, in both the dry and wet season, dry leaves measured herbivory after 25 days, wet every 2 weeks up to 3 months",90,P.125 Table 1,NA,NA,NA,NA,1.454,sd,2.435,Insecta (general)
2361,Sapindales,Burseraceae,Tetragastris panamensis,Wild,Tree,Perennial,cAT,Panama,Barro Colorado Island,9d09'N,79d51'W,"Coordinates from Intraspecific Variation in Herbivory on Two Tropical Tree Species; Author(s): Phyllis D. Coley_; Source: Ecology, Vol. 64, No. 3 (Jun., 1983), pp. 426-433_",Tropical,Tropical monsoon ,Forest,NA,Natural,1979,Dry,"May, June, July, February, March, April",Marked,Mature,Grid,"Marked young and mature leaves of saplings, in both the dry and wet season, dry leaves measured herbivory after 25 days, wet every 2 weeks up to 3 months",25,P.125 Table 1,NA,NA,NA,NA,0.001,sd,0.004,Insecta (general)
2362,Sapindales,Burseraceae,Tetragastris panamensis,Wild,Tree,Perennial,cAT,Panama,Barro Colorado Island,9d09'N,79d51'W,"Coordinates from Intraspecific Variation in Herbivory on Two Tropical Tree Species; Author(s): Phyllis D. Coley_; Source: Ecology, Vol. 64, No. 3 (Jun., 1983), pp. 426-433_",Tropical,Tropical monsoon ,Forest,NA,Natural,1979,Dry,"May, June, July, February, March, April",Marked,Expanding,Grid,"Marked young and mature leaves of saplings, in both the dry and wet season, dry leaves measured herbivory after 25 days, wet every 2 weeks up to 3 months",25,P.125 Table 1,NA,NA,NA,NA,0.881,sd,1.617,Insecta (general)
2363,Sapindales,Burseraceae,Tetragastris panamensis,Wild,Tree,Perennial,mBG,Panama,Barro Colorado Island,9d09'N,79d51'W,Coordinates from the article,Tropical,Tropical monsoon ,Forest,NA,Natural,1987,All seasons,All year,Marked,Expanding,Grid,"Marked up to 10 expanding leaves, checked herbivory after 1 month, repeats for 17 months",30,"Table 1, divided mean annual monthly rate by 30",NA,NA,NA,20,1.856666667,CV,0.37,Insecta (general)
2364,Sapindales,Burseraceae,Tetragastris panamensis,Wild,Tree,Perennial,mCS,Panama,Barro Colorado Island,9d09'N,79d51'W,Coordinates from the article,Tropical,Tropical monsoon ,Forest semideciduous,NA,Natural,1977,Wet,"April, May, June, July",Marked,Mature,Visual,"Marked young and old leaves at beginning of rainy season, measured at 2 week intervals for 3 months, numbr of replicates is approximately 120 plants for persistent spp and 102 for pioneering, replicates per species were estimated by dividing by the number of species",90,Table 1,NA,NA,NA,~7,0.005,NA,NA,NA
2365,Sapindales,Burseraceae,Tetragastris panamensis,Wild,Tree,Perennial,mCS,Panama,Barro Colorado Island,9d09'N,79d51'W,Coordinates from the article,Tropical,Tropical monsoon ,Forest semideciduous,NA,Natural,1977,Wet,"April, May, June, July",Marked,Expanding,Visual,"Marked young and old leaves at beginning of rainy season, measured at 2 week intervals for 3 months, numbr of replicates is approximately 120 plants for persistent spp and 102 for pioneering, replicates per species were estimated by dividing by the number of species",90,Table 1,NA,NA,NA,~7,1.477,NA,NA,NA
